utc_iso,sun_az_deg_from_north,sun_el_deg
2026-06-02T04:00:00Z,72.5898,15.7639
2026-06-02T04:10:00Z,74.6624,16.9433
2026-06-02T04:20:00Z,76.7407,18.1349
2026-06-02T04:30:00Z,78.8266,19.3373
2026-06-02T04:40:00Z,80.9224,20.5486
2026-06-02T04:50:00Z,83.0301,21.7674
2026-06-02T05:00:00Z,85.1522,22.9919
2026-06-02T05:10:00Z,87.2909,24.2206
2026-06-02T05:20:00Z,89.4489,25.4516
2026-06-02T05:30:00Z,91.6287,26.6832
2026-06-02T05:40:00Z,93.8331,27.9136
2026-06-02T05:50:00Z,96.065,29.1409
2026-06-02T06:00:00Z,98.3274,30.3632
2026-06-02T06:10:00Z,100.6232,31.5786
2026-06-02T06:20:00Z,102.9557,32.7848
2026-06-02T06:30:00Z,105.3281,33.9798
2026-06-02T06:40:00Z,107.7438,35.1612
2026-06-02T06:50:00Z,110.2062,36.3267
2026-06-02T07:00:00Z,112.7187,37.4738
2026-06-02T07:10:00Z,115.2849,38.5999
2026-06-02T07:20:00Z,117.908,39.7021
2026-06-02T07:30:00Z,120.5916,40.7777
2026-06-02T07:40:00Z,123.3387,41.8236
2026-06-02T07:50:00Z,126.1524,42.8367
2026-06-02T08:00:00Z,129.0355,43.8137
2026-06-02T08:10:00Z,131.9902,44.7511
2026-06-02T08:20:00Z,135.0185,45.6456
2026-06-02T08:30:00Z,138.1215,46.4934
2026-06-02T08:40:00Z,141.2998,47.291
2026-06-02T08:50:00Z,144.553,48.0346
2026-06-02T09:00:00Z,147.8798,48.7206
2026-06-02T09:10:00Z,151.2779,49.3454
2026-06-02T09:20:00Z,154.7435,49.9054
2026-06-02T09:30:00Z,158.2719,50.3975
2026-06-02T09:40:00Z,161.8569,50.8185
2026-06-02T09:50:00Z,165.4912,51.1658
2026-06-02T10:00:00Z,169.1664,51.4369
2026-06-02T10:10:00Z,172.8729,51.6302
2026-06-02T10:20:00Z,176.6004,51.7441
2026-06-02T10:30:00Z,180.3382,51.7779
2026-06-02T10:40:00Z,184.0751,51.7313
2026-06-02T10:50:00Z,187.7999,51.6048
2026-06-02T11:00:00Z,191.502,51.3991
2026-06-02T11:10:00Z,195.1711,51.1157
2026-06-02T11:20:00Z,198.798,50.7566
2026-06-02T11:30:00Z,202.3742,50.3242
2026-06-02T11:40:00Z,205.8928,49.8213
2026-06-02T11:50:00Z,209.3477,49.2509
2026-06-02T12:00:00Z,212.7344,48.6164
2026-06-02T12:10:00Z,216.0494,47.9212
2026-06-02T12:20:00Z,219.2905,47.1691
2026-06-02T12:30:00Z,222.4566,46.3637
2026-06-02T12:40:00Z,225.5474,45.5086
2026-06-02T12:50:00Z,228.5637,44.6075
2026-06-02T13:00:00Z,231.5067,43.6641
2026-06-02T13:10:00Z,234.3784,42.6817
2026-06-02T13:20:00Z,237.1813,41.6639
2026-06-02T13:30:00Z,239.918,40.6137
2026-06-02T13:40:00Z,242.5916,39.5344
2026-06-02T13:50:00Z,245.2055,38.429
2026-06-02T14:00:00Z,247.7628,37.3003
2026-06-02T14:10:00Z,250.2672,36.1511
2026-06-02T14:20:00Z,252.722,34.9839
2026-06-02T14:30:00Z,255.1306,33.8012
2026-06-02T14:40:00Z,257.4966,32.6054
2026-06-02T14:50:00Z,259.8231,31.3987
2026-06-02T15:00:00Z,262.1136,30.1834
2026-06-02T15:10:00Z,264.371,28.9614
2026-06-02T15:20:00Z,266.5985,27.7348
2026-06-02T15:30:00Z,268.7991,26.5055
2026-06-02T15:40:00Z,270.9755,25.2754
2026-06-02T15:50:00Z,273.1304,24.0463
2026-06-02T16:00:00Z,275.2666,22.8198
2026-06-02T16:10:00Z,277.3864,21.5977
2026-06-02T16:20:00Z,279.4924,20.3818
2026-06-02T16:30:00Z,281.5867,19.1736
2026-06-02T16:40:00Z,283.6715,17.9747
2026-06-02T16:50:00Z,285.749,16.7869
2026-06-02T17:00:00Z,287.8211,15.6116
2026-06-02T17:10:00Z,289.8898,14.4505
2026-06-02T17:20:00Z,291.9567,13.3052
2026-06-02T17:30:00Z,294.0236,12.1774
2026-06-02T17:40:00Z,296.092,11.0687
2026-06-02T17:50:00Z,298.1636,9.9809
2026-06-02T18:00:00Z,300.2396,8.9157
2026-06-02T18:10:00Z,302.3214,7.8751
2026-06-02T18:20:00Z,304.4103,6.8611
2026-06-02T18:30:00Z,306.5073,5.8758
2026-06-02T18:40:00Z,308.6134,4.9214
2026-06-02T18:50:00Z,310.7295,4.0032
2026-06-02T19:00:00Z,312.8565,3.1232
2026-06-02T19:10:00Z,314.995,2.2858
2026-06-02T19:20:00Z,317.1456,1.4974
2026-06-02T19:30:00Z,319.3087,0.7652
2026-06-02T19:40:00Z,321.4848,0.0966
2026-06-03T01:20:00Z,38.8646,0.2254
2026-06-03T01:30:00Z,41.0375,0.9074
2026-06-03T01:40:00Z,43.1974,1.6516
2026-06-03T01:50:00Z,45.3449,2.4507
2026-06-03T02:00:00Z,47.4803,3.2973
2026-06-03T02:10:00Z,49.6042,4.1856
2026-06-03T02:20:00Z,51.7174,5.1115
2026-06-03T02:30:00Z,53.8207,6.0729
2026-06-03T02:40:00Z,55.915,7.0645
2026-06-03T02:50:00Z,58.0013,8.0845
2026-06-03T03:00:00Z,60.0808,9.1306
2026-06-03T03:10:00Z,62.1546,10.201
2026-06-03T03:20:00Z,64.2242,11.2937
2026-06-03T03:30:00Z,66.2909,12.407
2026-06-03T03:40:00Z,68.3563,13.5391
2026-06-03T03:50:00Z,70.422,14.6884
2026-06-03T04:00:00Z,72.4896,15.8533
2026-06-03T04:10:00Z,74.561,17.0321
2026-06-03T04:20:00Z,76.6381,18.2232
2026-06-03T04:30:00Z,78.7229,19.425
2026-06-03T04:40:00Z,80.8175,20.6359
2026-06-03T04:50:00Z,82.9241,21.8544
2026-06-03T05:00:00Z,85.045,23.0787
2026-06-03T05:10:00Z,87.1826,24.3071
2026-06-03T05:20:00Z,89.3394,25.538
2026-06-03T05:30:00Z,91.5181,26.7696
2026-06-03T05:40:00Z,93.7215,28.0001
2026-06-03T05:50:00Z,95.9523,29.2276
2026-06-03T06:00:00Z,98.2135,30.4502
2026-06-03T06:10:00Z,100.5083,31.6659
2026-06-03T06:20:00Z,102.8398,32.8726
2026-06-03T06:30:00Z,105.2113,34.0681
2026-06-03T06:40:00Z,107.6262,35.2502
2026-06-03T06:50:00Z,110.0878,36.4165
2026-06-03T07:00:00Z,112.5997,37.5645
2026-06-03T07:10:00Z,115.1653,38.6915
2026-06-03T07:20:00Z,117.7881,39.7949
2026-06-03T07:30:00Z,120.4714,40.8717
2026-06-03T07:40:00Z,123.2185,41.919
2026-06-03T07:50:00Z,126.0325,42.9335
2026-06-03T08:00:00Z,128.9161,43.9119
2026-06-03T08:10:00Z,131.8716,44.851
2026-06-03T08:20:00Z,134.901,45.7472
2026-06-03T08:30:00Z,138.0056,46.5968
2026-06-03T08:40:00Z,141.1858,47.3962
2026-06-03T08:50:00Z,144.4415,48.1417
2026-06-03T09:00:00Z,147.7712,48.8296
2026-06-03T09:10:00Z,151.1727,49.4563
2026-06-03T09:20:00Z,154.6422,50.0183
2026-06-03T09:30:00Z,158.175,50.5123
2026-06-03T09:40:00Z,161.765,50.9352
2026-06-03T09:50:00Z,165.4048,51.2842
2026-06-03T10:00:00Z,169.0859,51.5571
2026-06-03T10:10:00Z,172.7987,51.7519
2026-06-03T10:20:00Z,176.533,51.8673
2026-06-03T10:30:00Z,180.2776,51.9025
2026-06-03T10:40:00Z,184.0216,51.8571
2026-06-03T10:50:00Z,187.7536,51.7315
2026-06-03T11:00:00Z,191.4628,51.5267
2026-06-03T11:10:00Z,195.139,51.244
2026-06-03T11:20:00Z,198.7727,50.8855
2026-06-03T11:30:00Z,202.3556,50.4535
2026-06-03T11:40:00Z,205.8805,49.9508
2026-06-03T11:50:00Z,209.3414,49.3805
2026-06-03T12:00:00Z,212.7336,48.7461
2026-06-03T12:10:00Z,216.0537,48.0508
2026-06-03T12:20:00Z,219.2996,47.2986
2026-06-03T12:30:00Z,222.47,46.4929
2026-06-03T12:40:00Z,225.5647,45.6376
2026-06-03T12:50:00Z,228.5844,44.7362
2026-06-03T13:00:00Z,231.5305,43.7924
2026-06-03T13:10:00Z,234.4049,42.8097
2026-06-03T13:20:00Z,237.2101,41.7914
2026-06-03T13:30:00Z,239.9488,40.7409
2026-06-03T13:40:00Z,242.6241,39.6613
2026-06-03T13:50:00Z,245.2394,38.5555
2026-06-03T14:00:00Z,247.7979,37.4265
2026-06-03T14:10:00Z,250.3032,36.2769
2026-06-03T14:20:00Z,252.7588,35.1094
2026-06-03T14:30:00Z,255.168,33.9264
2026-06-03T14:40:00Z,257.5343,32.7304
2026-06-03T14:50:00Z,259.861,31.5235
2026-06-03T15:00:00Z,262.1515,30.308
2026-06-03T15:10:00Z,264.4089,29.0859
2026-06-03T15:20:00Z,266.6362,27.8592
2026-06-03T15:30:00Z,268.8364,26.6299
2026-06-03T15:40:00Z,271.0124,25.3997
2026-06-03T15:50:00Z,273.1668,24.1705
2026-06-03T16:00:00Z,275.3024,22.944
2026-06-03T16:10:00Z,277.4216,21.722
2026-06-03T16:20:00Z,279.5267,20.5061
2026-06-03T16:30:00Z,281.6202,19.298
2026-06-03T16:40:00Z,283.7041,18.0992
2026-06-03T16:50:00Z,285.7806,16.9114
2026-06-03T17:00:00Z,287.8517,15.7362
2026-06-03T17:10:00Z,289.9192,14.5753
2026-06-03T17:20:00Z,291.9849,13.4301
2026-06-03T17:30:00Z,294.0505,12.3024
2026-06-03T17:40:00Z,296.1176,11.1937
2026-06-03T17:50:00Z,298.1878,10.106
2026-06-03T18:00:00Z,300.2624,9.0408
2026-06-03T18:10:00Z,302.3427,8.0001
2026-06-03T18:20:00Z,304.4299,6.9858
2026-06-03T18:30:00Z,306.5252,6.0002
2026-06-03T18:40:00Z,308.6296,5.0452
2026-06-03T18:50:00Z,310.7439,4.1259
2026-06-03T19:00:00Z,312.869,3.2446
2026-06-03T19:10:00Z,315.0056,2.4052
2026-06-03T19:20:00Z,317.1542,1.6137
2026-06-03T19:30:00Z,319.3153,0.8773
2026-06-03T19:40:00Z,321.4892,0.2029
2026-06-04T01:20:00Z,38.7879,0.31
2026-06-04T01:30:00Z,40.9591,0.9952
2026-06-04T01:40:00Z,43.1175,1.7415
2026-06-04T01:50:00Z,45.2634,2.5416
2026-06-04T02:00:00Z,47.3973,3.3885
2026-06-04T02:10:00Z,49.5199,4.2766
2026-06-04T02:20:00Z,51.6317,5.2027
2026-06-04T02:30:00Z,53.7336,6.163
2026-06-04T02:40:00Z,55.8266,7.1538
2026-06-04T02:50:00Z,57.9116,8.173
2026-06-04T03:00:00Z,59.9898,9.2183
2026-06-04T03:10:00Z,62.0625,10.2879
2026-06-04T03:20:00Z,64.1308,11.3798
2026-06-04T03:30:00Z,66.1964,12.4923
2026-06-04T03:40:00Z,68.2606,13.6236
2026-06-04T03:50:00Z,70.3251,14.7722
2026-06-04T04:00:00Z,72.3916,15.9364
2026-06-04T04:10:00Z,74.4619,17.1146
2026-06-04T04:20:00Z,76.5379,18.3051
2026-06-04T04:30:00Z,78.6215,19.5065
2026-06-04T04:40:00Z,80.715,20.717
2026-06-04T04:50:00Z,82.8205,21.9351
2026-06-04T05:00:00Z,84.9402,23.1591
2026-06-04T05:10:00Z,87.0767,24.3874
2026-06-04T05:20:00Z,89.2324,25.6182
2026-06-04T05:30:00Z,91.41,26.8497
2026-06-04T05:40:00Z,93.6123,28.0803
2026-06-04T05:50:00Z,95.842,29.3079
2026-06-04T06:00:00Z,98.1022,30.5308
2026-06-04T06:10:00Z,100.396,31.7468
2026-06-04T06:20:00Z,102.7265,32.954
2026-06-04T06:30:00Z,105.097,34.1501
2026-06-04T06:40:00Z,107.511,35.3329
2026-06-04T06:50:00Z,109.9718,36.4999
2026-06-04T07:00:00Z,112.483,37.6488
2026-06-04T07:10:00Z,115.048,38.7768
2026-06-04T07:20:00Z,117.6703,39.8812
2026-06-04T07:30:00Z,120.3533,40.9592
2026-06-04T07:40:00Z,123.1003,42.0078
2026-06-04T07:50:00Z,125.9144,43.0237
2026-06-04T08:00:00Z,128.7984,44.0037
2026-06-04T08:10:00Z,131.7546,44.9443
2026-06-04T08:20:00Z,134.7849,45.8421
2026-06-04T08:30:00Z,137.8908,46.6935
2026-06-04T08:40:00Z,141.0728,47.4947
2026-06-04T08:50:00Z,144.3307,48.2421
2026-06-04T09:00:00Z,147.663,48.9319
2026-06-04T09:10:00Z,151.0676,49.5606
2026-06-04T09:20:00Z,154.5408,50.1245
2026-06-04T09:30:00Z,158.0778,50.6204
2026-06-04T09:40:00Z,161.6724,51.0451
2026-06-04T09:50:00Z,165.3173,51.396
2026-06-04T10:00:00Z,169.004,51.6706
2026-06-04T10:10:00Z,172.7228,51.8671
2026-06-04T10:20:00Z,176.4633,51.984
2026-06-04T10:30:00Z,180.2146,52.0205
2026-06-04T10:40:00Z,183.9653,51.9764
2026-06-04T10:50:00Z,187.7041,51.8519
2026-06-04T11:00:00Z,191.4202,51.648
2026-06-04T11:10:00Z,195.1032,51.3661
2026-06-04T11:20:00Z,198.7435,51.0082
2026-06-04T11:30:00Z,202.3328,50.5767
2026-06-04T11:40:00Z,205.8638,50.0743
2026-06-04T11:50:00Z,209.3304,49.5043
2026-06-04T12:00:00Z,212.7281,48.8699
2026-06-04T12:10:00Z,216.0532,48.1747
2026-06-04T12:20:00Z,219.3037,47.4223
2026-06-04T12:30:00Z,222.4782,46.6165
2026-06-04T12:40:00Z,225.5767,45.761
2026-06-04T12:50:00Z,228.5998,44.8594
2026-06-04T13:00:00Z,231.5489,43.9153
2026-06-04T13:10:00Z,234.426,42.9323
2026-06-04T13:20:00Z,237.2335,41.9137
2026-06-04T13:30:00Z,239.9742,40.8629
2026-06-04T13:40:00Z,242.6513,39.783
2026-06-04T13:50:00Z,245.268,38.6769
2026-06-04T14:00:00Z,247.8277,37.5476
2026-06-04T14:10:00Z,250.334,36.3977
2026-06-04T14:20:00Z,252.7902,35.23
2026-06-04T14:30:00Z,255.2,34.0468
2026-06-04T14:40:00Z,257.5667,32.8505
2026-06-04T14:50:00Z,259.8937,31.6435
2026-06-04T15:00:00Z,262.1843,30.4278
2026-06-04T15:10:00Z,264.4416,29.2056
2026-06-04T15:20:00Z,266.6688,27.9788
2026-06-04T15:30:00Z,268.8687,26.7494
2026-06-04T15:40:00Z,271.0443,25.5192
2026-06-04T15:50:00Z,273.1983,24.2899
2026-06-04T16:00:00Z,275.3333,23.0635
2026-06-04T16:10:00Z,277.4518,21.8415
2026-06-04T16:20:00Z,279.5563,20.6256
2026-06-04T16:30:00Z,281.649,19.4175
2026-06-04T16:40:00Z,283.732,18.2188
2026-06-04T16:50:00Z,285.8076,17.0311
2026-06-04T17:00:00Z,287.8776,15.856
2026-06-04T17:10:00Z,289.9441,14.6951
2026-06-04T17:20:00Z,292.0086,13.55
2026-06-04T17:30:00Z,294.0731,12.4223
2026-06-04T17:40:00Z,296.1389,11.3137
2026-06-04T17:50:00Z,298.2077,10.2259
2026-06-04T18:00:00Z,300.2809,9.1607
2026-06-04T18:10:00Z,302.3598,8.1199
2026-06-04T18:20:00Z,304.4455,7.1054
2026-06-04T18:30:00Z,306.5392,6.1195
2026-06-04T18:40:00Z,308.6419,5.1644
2026-06-04T18:50:00Z,310.7545,4.2436
2026-06-04T19:00:00Z,312.8778,3.3611
2026-06-04T19:10:00Z,315.0125,2.5198
2026-06-04T19:20:00Z,317.1592,1.7255
2026-06-04T19:30:00Z,319.3183,0.9851
2026-06-04T19:40:00Z,321.4902,0.3055
2026-06-05T01:20:00Z,38.7122,0.3897
2026-06-05T01:30:00Z,40.8819,1.0776
2026-06-05T01:40:00Z,43.0388,1.8256
2026-06-05T01:50:00Z,45.1833,2.6265
2026-06-05T02:00:00Z,47.3158,3.4736
2026-06-05T02:10:00Z,49.437,4.3614
2026-06-05T02:20:00Z,51.5475,5.2872
2026-06-05T02:30:00Z,53.6481,6.2468
2026-06-05T02:40:00Z,55.7399,7.2369
2026-06-05T02:50:00Z,57.8237,8.2552
2026-06-05T03:00:00Z,59.9008,9.2997
2026-06-05T03:10:00Z,61.9722,10.3684
2026-06-05T03:20:00Z,64.0395,11.4595
2026-06-05T03:30:00Z,66.1039,12.5712
2026-06-05T03:40:00Z,68.167,13.7018
2026-06-05T03:50:00Z,70.2304,14.8497
2026-06-05T04:00:00Z,72.2958,16.0132
2026-06-05T04:10:00Z,74.365,17.1908
2026-06-05T04:20:00Z,76.4399,18.3808
2026-06-05T04:30:00Z,78.5225,19.5817
2026-06-05T04:40:00Z,80.6149,20.7918
2026-06-05T04:50:00Z,82.7193,22.0096
2026-06-05T05:00:00Z,84.8379,23.2333
2026-06-05T05:10:00Z,86.9733,24.4614
2026-06-05T05:20:00Z,89.128,25.6921
2026-06-05T05:30:00Z,91.3045,26.9236
2026-06-05T05:40:00Z,93.5056,28.1542
2026-06-05T05:50:00Z,95.7343,29.382
2026-06-05T06:00:00Z,97.9935,30.6051
2026-06-05T06:10:00Z,100.2862,31.8215
2026-06-05T06:20:00Z,102.6157,33.0291
2026-06-05T06:30:00Z,104.9853,34.2257
2026-06-05T06:40:00Z,107.3983,35.4091
2026-06-05T06:50:00Z,109.8583,36.5769
2026-06-05T07:00:00Z,112.3687,37.7266
2026-06-05T07:10:00Z,114.9331,38.8556
2026-06-05T07:20:00Z,117.5548,39.9611
2026-06-05T07:30:00Z,120.2375,41.0403
2026-06-05T07:40:00Z,122.9843,42.0901
2026-06-05T07:50:00Z,125.7983,43.1073
2026-06-05T08:00:00Z,128.6825,44.0888
2026-06-05T08:10:00Z,131.6392,45.031
2026-06-05T08:20:00Z,134.6704,45.9305
2026-06-05T08:30:00Z,137.7774,46.7836
2026-06-05T08:40:00Z,140.9609,47.5866
2026-06-05T08:50:00Z,144.2207,48.3358
2026-06-05T09:00:00Z,147.5554,49.0275
2026-06-05T09:10:00Z,150.9629,49.6581
2026-06-05T09:20:00Z,154.4394,50.2239
2026-06-05T09:30:00Z,157.9802,50.7217
2026-06-05T09:40:00Z,161.5791,51.1484
2026-06-05T09:50:00Z,165.2289,51.5011
2026-06-05T10:00:00Z,168.9208,51.7774
2026-06-05T10:10:00Z,172.6452,51.9756
2026-06-05T10:20:00Z,176.3917,52.094
2026-06-05T10:30:00Z,180.1492,52.132
2026-06-05T10:40:00Z,183.9063,52.0891
2026-06-05T10:50:00Z,187.6517,51.9658
2026-06-05T11:00:00Z,191.3743,51.7629
2026-06-05T11:10:00Z,195.0638,51.4818
2026-06-05T11:20:00Z,198.7105,51.1246
2026-06-05T11:30:00Z,202.3059,50.6937
2026-06-05T11:40:00Z,205.8428,50.1918
2026-06-05T11:50:00Z,209.315,49.622
2026-06-05T12:00:00Z,212.7178,48.9878
2026-06-05T12:10:00Z,216.0479,48.2927
2026-06-05T12:20:00Z,219.3028,47.5404
2026-06-05T12:30:00Z,222.4814,46.7345
2026-06-05T12:40:00Z,225.5836,45.8789
2026-06-05T12:50:00Z,228.6101,44.9771
2026-06-05T13:00:00Z,231.5621,44.0328
2026-06-05T13:10:00Z,234.4418,43.0496
2026-06-05T13:20:00Z,237.2516,42.0308
2026-06-05T13:30:00Z,239.9943,40.9797
2026-06-05T13:40:00Z,242.6731,39.8995
2026-06-05T13:50:00Z,245.2912,38.7931
2026-06-05T14:00:00Z,247.8521,37.6636
2026-06-05T14:10:00Z,250.3594,36.5135
2026-06-05T14:20:00Z,252.8164,35.3455
2026-06-05T14:30:00Z,255.2268,34.1622
2026-06-05T14:40:00Z,257.5939,32.9657
2026-06-05T14:50:00Z,259.9212,31.7585
2026-06-05T15:00:00Z,262.2119,30.5427
2026-06-05T15:10:00Z,264.4692,29.3204
2026-06-05T15:20:00Z,266.6963,28.0935
2026-06-05T15:30:00Z,268.896,26.864
2026-06-05T15:40:00Z,271.0713,25.6337
2026-06-05T15:50:00Z,273.2249,24.4045
2026-06-05T16:00:00Z,275.3594,23.178
2026-06-05T16:10:00Z,277.4773,21.956
2026-06-05T16:20:00Z,279.5811,20.7402
2026-06-05T16:30:00Z,281.673,19.5321
2026-06-05T16:40:00Z,283.7553,18.3334
2026-06-05T16:50:00Z,285.83,17.1458
2026-06-05T17:00:00Z,287.8991,15.9707
2026-06-05T17:10:00Z,289.9645,14.8099
2026-06-05T17:20:00Z,292.028,13.6648
2026-06-05T17:30:00Z,294.0913,12.5371
2026-06-05T17:40:00Z,296.1559,11.4286
2026-06-05T17:50:00Z,298.2235,10.3407
2026-06-05T18:00:00Z,300.2953,9.2754
2026-06-05T18:10:00Z,302.3728,8.2345
2026-06-05T18:20:00Z,304.457,7.2198
2026-06-05T18:30:00Z,306.5492,6.2335
2026-06-05T18:40:00Z,308.6504,5.2779
2026-06-05T18:50:00Z,310.7613,4.3561
2026-06-05T19:00:00Z,312.8829,3.4724
2026-06-05T19:10:00Z,315.0159,2.6294
2026-06-05T19:20:00Z,317.1607,1.8326
2026-06-05T19:30:00Z,319.3179,1.0885
2026-06-05T19:40:00Z,321.4878,0.404
2026-06-06T01:20:00Z,38.6376,0.4642
2026-06-06T01:30:00Z,40.8058,1.1546
2026-06-06T01:40:00Z,42.9613,1.9039
2026-06-06T01:50:00Z,45.1045,2.7054
2026-06-06T02:00:00Z,47.2357,3.5526
2026-06-06T02:10:00Z,49.3556,4.4401
2026-06-06T02:20:00Z,51.4649,5.3654
2026-06-06T02:30:00Z,53.5644,6.3243
2026-06-06T02:40:00Z,55.655,7.3136
2026-06-06T02:50:00Z,57.7377,8.3311
2026-06-06T03:00:00Z,59.8137,9.3748
2026-06-06T03:10:00Z,61.8841,10.4427
2026-06-06T03:20:00Z,63.9502,11.5329
2026-06-06T03:30:00Z,66.0136,12.6438
2026-06-06T03:40:00Z,68.0757,13.7737
2026-06-06T03:50:00Z,70.138,14.9209
2026-06-06T04:00:00Z,72.2024,16.0838
2026-06-06T04:10:00Z,74.2706,17.2607
2026-06-06T04:20:00Z,76.3444,18.4502
2026-06-06T04:30:00Z,78.426,19.6506
2026-06-06T04:40:00Z,80.5173,20.8604
2026-06-06T04:50:00Z,82.6207,22.0778
2026-06-06T05:00:00Z,84.7383,23.3013
2026-06-06T05:10:00Z,86.8726,24.5292
2026-06-06T05:20:00Z,89.0262,25.7597
2026-06-06T05:30:00Z,91.2016,26.9912
2026-06-06T05:40:00Z,93.4017,28.2219
2026-06-06T05:50:00Z,95.6293,29.4499
2026-06-06T06:00:00Z,97.8874,30.6732
2026-06-06T06:10:00Z,100.1791,31.8899
2026-06-06T06:20:00Z,102.5076,33.0979
2026-06-06T06:30:00Z,104.8762,34.2951
2026-06-06T06:40:00Z,107.2884,35.4791
2026-06-06T06:50:00Z,109.7474,36.6476
2026-06-06T07:00:00Z,112.257,37.7981
2026-06-06T07:10:00Z,114.8207,38.928
2026-06-06T07:20:00Z,117.4418,40.0345
2026-06-06T07:30:00Z,120.124,41.1148
2026-06-06T07:40:00Z,122.8704,42.1658
2026-06-06T07:50:00Z,125.6844,43.1844
2026-06-06T08:00:00Z,128.5686,44.1673
2026-06-06T08:10:00Z,131.5257,45.1111
2026-06-06T08:20:00Z,134.5575,46.0122
2026-06-06T08:30:00Z,137.6655,46.867
2026-06-06T08:40:00Z,140.8503,47.6718
2026-06-06T08:50:00Z,144.1117,48.4228
2026-06-06T09:00:00Z,147.4486,49.1164
2026-06-06T09:10:00Z,150.8586,49.7489
2026-06-06T09:20:00Z,154.3382,50.3166
2026-06-06T09:30:00Z,157.8825,50.8163
2026-06-06T09:40:00Z,161.4854,51.2448
2026-06-06T09:50:00Z,165.1396,51.5994
2026-06-06T10:00:00Z,168.8363,51.8775
2026-06-06T10:10:00Z,172.566,52.0773
2026-06-06T10:20:00Z,176.3181,52.1974
2026-06-06T10:30:00Z,180.0815,52.2368
2026-06-06T10:40:00Z,183.8447,52.1953
2026-06-06T10:50:00Z,187.5963,52.0732
2026-06-06T11:00:00Z,191.3252,51.8713
2026-06-06T11:10:00Z,195.0208,51.5912
2026-06-06T11:20:00Z,198.6736,51.2348
2026-06-06T11:30:00Z,202.2749,50.8045
2026-06-06T11:40:00Z,205.8174,50.3031
2026-06-06T11:50:00Z,209.2951,49.7337
2026-06-06T12:00:00Z,212.703,49.0998
2026-06-06T12:10:00Z,216.0377,48.4049
2026-06-06T12:20:00Z,219.297,47.6526
2026-06-06T12:30:00Z,222.4796,46.8468
2026-06-06T12:40:00Z,225.5854,45.9911
2026-06-06T12:50:00Z,228.6151,45.0892
2026-06-06T13:00:00Z,231.5701,44.1448
2026-06-06T13:10:00Z,234.4523,43.1614
2026-06-06T13:20:00Z,237.2643,42.1424
2026-06-06T13:30:00Z,240.009,41.0911
2026-06-06T13:40:00Z,242.6895,40.0107
2026-06-06T13:50:00Z,245.3091,38.9042
2026-06-06T14:00:00Z,247.8712,37.7744
2026-06-06T14:10:00Z,250.3795,36.6242
2026-06-06T14:20:00Z,252.8373,35.456
2026-06-06T14:30:00Z,255.2483,34.2725
2026-06-06T14:40:00Z,257.6159,33.0759
2026-06-06T14:50:00Z,259.9435,31.8686
2026-06-06T15:00:00Z,262.2344,30.6527
2026-06-06T15:10:00Z,264.4918,29.4302
2026-06-06T15:20:00Z,266.7188,28.2033
2026-06-06T15:30:00Z,268.9184,26.9737
2026-06-06T15:40:00Z,271.0934,25.7434
2026-06-06T15:50:00Z,273.2466,24.5141
2026-06-06T16:00:00Z,275.3806,23.2876
2026-06-06T16:10:00Z,277.498,22.0656
2026-06-06T16:20:00Z,279.6012,20.8497
2026-06-06T16:30:00Z,281.6925,19.6417
2026-06-06T16:40:00Z,283.774,18.4431
2026-06-06T16:50:00Z,285.8478,17.2554
2026-06-06T17:00:00Z,287.9161,16.0804
2026-06-06T17:10:00Z,289.9805,14.9195
2026-06-06T17:20:00Z,292.043,13.7745
2026-06-06T17:30:00Z,294.1052,12.6468
2026-06-06T17:40:00Z,296.1687,11.5382
2026-06-06T17:50:00Z,298.2351,10.4503
2026-06-06T18:00:00Z,300.3057,9.3849
2026-06-06T18:10:00Z,302.3818,8.3438
2026-06-06T18:20:00Z,304.4647,7.3289
2026-06-06T18:30:00Z,306.5554,6.3422
2026-06-06T18:40:00Z,308.655,5.3861
2026-06-06T18:50:00Z,310.7644,4.4634
2026-06-06T19:00:00Z,312.8844,3.5786
2026-06-06T19:10:00Z,315.0157,2.734
2026-06-06T19:20:00Z,317.1588,1.9347
2026-06-06T19:30:00Z,319.3142,1.1873
2026-06-06T19:40:00Z,321.4822,0.4984
2026-06-07T01:20:00Z,38.5641,0.5336
2026-06-07T01:30:00Z,40.731,1.2259
2026-06-07T01:40:00Z,42.8852,1.9764
2026-06-07T01:50:00Z,45.0271,2.7783
2026-06-07T02:00:00Z,47.1572,3.6254
2026-06-07T02:10:00Z,49.2759,4.5125
2026-06-07T02:20:00Z,51.3841,5.4373
2026-06-07T02:30:00Z,53.4825,6.3954
2026-06-07T02:40:00Z,55.572,7.3839
2026-06-07T02:50:00Z,57.6537,8.4007
2026-06-07T03:00:00Z,59.7286,9.4435
2026-06-07T03:10:00Z,61.798,10.5106
2026-06-07T03:20:00Z,63.8632,11.6
2026-06-07T03:30:00Z,65.9256,12.7102
2026-06-07T03:40:00Z,67.9867,13.8393
2026-06-07T03:50:00Z,70.048,14.9858
2026-06-07T04:00:00Z,72.1114,16.148
2026-06-07T04:10:00Z,74.1786,17.3244
2026-06-07T04:20:00Z,76.2515,18.5134
2026-06-07T04:30:00Z,78.3321,19.7134
2026-06-07T04:40:00Z,80.4224,20.9227
2026-06-07T04:50:00Z,82.5247,22.1398
2026-06-07T05:00:00Z,84.6413,23.363
2026-06-07T05:10:00Z,86.7746,24.5907
